0.000000	1.000000	0.070660	-0.070760	-0.006054	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	0.992277	0.141810	-0.070149	-0.005886	-0.001216	0.000574	-0.000007	0.000033	-0.007556
2.000000	0.979647	0.210139	-0.069544	-0.005535	-0.002363	0.001405	-0.000227	-0.000011	-0.019537
3.000000	0.962449	0.275074	-0.068945	-0.005084	-0.003415	0.002275	-0.000716	-0.000173	-0.035403
4.000000	0.941050	0.336129	-0.068351	-0.004604	-0.004357	0.002949	-0.001470	-0.000483	-0.054613
5.000000	0.915839	0.392901	-0.067763	-0.004141	-0.005187	0.003219	-0.002436	-0.000958	-0.076633
6.000000	0.887217	0.445069	-0.067180	-0.003693	-0.005900	0.002933	-0.003526	-0.001605	-0.100941
7.000000	0.855595	0.492387	-0.066600	-0.003213	-0.006481	0.001989	-0.004640	-0.002423	-0.127034
8.000000	0.821384	0.534681	-0.066023	-0.002616	-0.006899	0.000325	-0.005682	-0.003396	-0.154431
9.000000	0.784993	0.571843	-0.065446	-0.001780	-0.007109	-0.002112	-0.006563	-0.004498	-0.182681
10.000000	0.746817	0.603825	-0.064871	-0.000553	-0.007054	-0.005394	-0.007208	-0.005684	-0.211363
11.000000	0.707242	0.630631	-0.064296	0.001253	-0.006671	-0.009650	-0.007552	-0.006894	-0.240089
12.000000	0.666632	0.652300	-0.063724	0.003875	-0.005900	-0.015112	-0.007539	-0.008051	-0.268509
13.000000	0.625332	0.668893	-0.063160	0.007625	-0.004689	-0.022171	-0.007127	-0.009067	-0.296311
14.000000	0.583661	0.680452	-0.062609	0.012929	-0.003009	-0.031454	-0.006292	-0.009842	-0.323220
15.000000	0.541916	0.686947	-0.062085	0.020376	-0.000855	-0.043923	-0.005052	-0.010283	-0.348997
16.000000	0.500377	0.688162	-0.061605	0.030786	0.001734	-0.060993	-0.003499	-0.010307	-0.373430
17.000000	0.459322	0.683482	-0.061198	0.045272	0.004655	-0.084642	-0.001863	-0.009867	-0.396319
18.000000	0.419069	0.671504	-0.060911	0.065269	0.007715	-0.117462	-0.000598	-0.008968	-0.417434
19.000000	0.380039	0.649346	-0.060827	0.092442	0.010584	-0.162481	-0.000494	-0.007705	-0.436456
20.000000	0.342868	0.611607	-0.061087	0.128259	0.012767	-0.222399	-0.002794	-0.006302	-0.452867
21.000000	0.308564	0.549302	-0.061933	0.172872	0.013634	-0.297604	-0.009187	-0.005140	-0.465813
22.000000	0.278671	0.450311	-0.063749	0.222932	0.012621	-0.382323	-0.021466	-0.004720	-0.473954
23.000000	0.255401	0.304829	-0.067060	0.269052	0.009743	-0.460207	-0.040541	-0.005483	-0.475361
24.000000	0.241651	0.117569	-0.072373	0.296578	0.006254	-0.505742	-0.064961	-0.007487	-0.467530
25.000000	0.240692	-0.083452	-0.079817	0.293898	0.004707	-0.498892	-0.090331	-0.010322	-0.447711
26.000000	0.255070	-0.259328	-0.088843	0.262510	0.007654	-0.442894	-0.111306	-0.013598	-0.413995
27.000000	0.285093	-0.385101	-0.098388	0.215408	0.015924	-0.361799	-0.124890	-0.017507	-0.366753
28.000000	0.328347	-0.457626	-0.107392	0.165947	0.028307	-0.281588	-0.131562	-0.022665	-0.308984
29.000000	0.380603	-0.485279	-0.115172	0.120897	0.042641	-0.218597	-0.133636	-0.029507	-0.245312
30.000000	0.436902	-0.477682	-0.121488	0.080873	0.056907	-0.180241	-0.133033	-0.037922	-0.180840
31.000000	0.492093	-0.441957	-0.126450	0.043441	0.069612	-0.169060	-0.129959	-0.047235	-0.120613
32.000000	0.540968	-0.382468	-0.130418	0.005967	0.079702	-0.184527	-0.122635	-0.056380	-0.069492
33.000000	0.578393	-0.301260	-0.133961	-0.032251	0.086509	-0.222298	-0.108002	-0.064102	-0.032031
