0.000000	1.000000	0.070660	-0.070760	-0.092695	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	0.992284	0.141383	-0.070171	-0.090124	-0.018615	0.008785	-0.000109	0.000511	-0.007549
2.000000	0.979717	0.208197	-0.069660	-0.084750	-0.036190	0.021420	-0.003455	-0.000156	-0.019469
3.000000	0.962728	0.270510	-0.069272	-0.077788	-0.052286	0.034532	-0.010867	-0.002597	-0.035133
4.000000	0.941805	0.328181	-0.069021	-0.070321	-0.066704	0.044508	-0.022237	-0.007223	-0.053891
5.000000	0.917444	0.381306	-0.068846	-0.062961	-0.079374	0.048199	-0.036689	-0.014275	-0.075114
6.000000	0.890076	0.430007	-0.068588	-0.055676	-0.090207	0.043260	-0.052871	-0.023842	-0.098269
7.000000	0.859968	0.474287	-0.068001	-0.047764	-0.098957	0.028136	-0.069238	-0.035872	-0.123011
8.000000	0.827120	0.513928	-0.066791	-0.037925	-0.105146	0.001838	-0.084265	-0.050149	-0.149271
9.000000	0.791156	0.548297	-0.064702	-0.024361	-0.108074	-0.036357	-0.096569	-0.066248	-0.177354
10.000000	0.751202	0.575957	-0.061605	-0.004890	-0.106915	-0.087168	-0.104992	-0.083485	-0.208034
11.000000	0.705794	0.593901	-0.057620	0.022882	-0.100932	-0.151393	-0.108742	-0.100877	-0.242626
12.000000	0.652871	0.596339	-0.053211	0.061171	-0.089841	-0.229554	-0.107715	-0.117164	-0.282965
13.000000	0.590044	0.573202	-0.049225	0.111018	-0.074378	-0.320528	-0.103154	-0.130984	-0.331116
14.000000	0.515460	0.509724	-0.046824	0.170116	-0.057014	-0.418141	-0.098629	-0.141277	-0.388520
15.000000	0.429642	0.390886	-0.047199	0.229498	-0.042308	-0.505610	-0.100584	-0.147862	-0.454224
16.000000	0.338094	0.215156	-0.051068	0.272368	-0.035672	-0.553059	-0.116263	-0.151596	-0.522451
17.000000	0.252717	0.009609	-0.058143	0.282040	-0.039831	-0.530366	-0.147459	-0.153385	-0.581462
18.000000	0.188805	-0.179586	-0.067127	0.256829	-0.051999	-0.433349	-0.185331	-0.152925	-0.616794
19.000000	0.157892	-0.321055	-0.076561	0.212827	-0.066200	-0.291023	-0.215284	-0.149187	-0.618372
20.000000	0.162748	-0.412778	-0.085782	0.169927	-0.078234	-0.142596	-0.228006	-0.141829	-0.585155
21.000000	0.198612	-0.466513	-0.095052	0.140247	-0.087304	-0.015181	-0.224078	-0.131434	-0.523475
22.000000	0.257428	-0.491178	-0.105036	0.127161	-0.094204	0.080784	-0.210470	-0.118979	-0.442547
23.000000	0.330901	-0.488541	-0.116288	0.128648	-0.099314	0.146081	-0.195401	-0.105573	-0.351368
24.000000	0.411392	-0.455966	-0.129022	0.140034	-0.101894	0.185609	-0.185437	-0.092545	-0.257853
25.000000	0.491495	-0.390534	-0.143088	0.155274	-0.100521	0.202697	-0.184571	-0.081480	-0.169314
26.000000	0.563354	-0.292800	-0.157976	0.167608	-0.094047	0.196131	-0.193732	-0.073920	-0.093153
27.000000	0.618531	-0.169561	-0.172778	0.170964	-0.082490	0.161383	-0.210044	-0.070749	-0.036986
28.000000	0.648857	-0.033941	-0.186269	0.162639	-0.067185	0.096177	-0.226943	-0.071688	-0.007800
29.000000	0.648166	0.098132	-0.197325	0.145459	-0.049885	0.006303	-0.236784	-0.075395	-0.010292
30.000000	0.614155	0.212198	-0.205602	0.126701	-0.031536	-0.094234	-0.235186	-0.080100	-0.045167
31.000000	0.549406	0.296530	-0.211923	0.113907	-0.011969	-0.189143	-0.223759	-0.084226	-0.108335
32.000000	0.461195	0.341243	-0.217977	0.110763	0.009149	-0.265992	-0.209001	-0.086680	-0.191336
33.000000	0.360501	0.338770	-0.225529	0.115490	0.031167	-0.317723	-0.198748	-0.087067	-0.282515
34.000000	0.260762	0.286866	-0.235658	0.121782	0.052356	-0.340271	-0.198707	-0.085912	-0.368386
35.000000	0.176350	0.192293	-0.248294	0.121475	0.071017	-0.330614	-0.210204	-0.084558	-0.435205
36.000000	0.120316	0.072017	-0.262081	0.108341	0.086682	-0.288780	-0.229611	-0.084546	-0.471187
37.000000	0.101282	-0.050461	-0.274685	0.081337	0.100059	-0.222327	-0.250309	-0.086872	-0.469436
38.000000	0.120462	-0.152058	-0.283649	0.044441	0.111808	-0.147363	-0.266758	-0.091661	-0.430617
39.000000	0.170465	-0.215792	-0.287369	0.002813	0.121712	-0.083275	-0.277353	-0.098209	-0.363750
40.000000	0.236870	-0.233290	-0.285509	-0.040895	0.129067	-0.045213	-0.283397	-0.105101	-0.284256
41.000000	0.302144	-0.205044	-0.278678	-0.086603	0.133398	-0.038831	-0.285825	-0.110469	-0.209830
42.000000	0.350481	-0.138926	-0.267856	-0.133935	0.134670	-0.058092	-0.283512	-0.112477	-0.155613
43.000000	0.372038	-0.047785	-0.254035	-0.179921	0.133220	-0.086575	-0.274758	-0.109878	-0.130189
44.000000	0.365211	0.052201	-0.238066	-0.219917	0.129782	-0.103608	-0.259837	-0.102374	-0.133694
45.000000	0.336075	0.142921	-0.220504	-0.250976	0.125266	-0.093539	-0.241425	-0.090661	-0.158783
46.000000	0.295236	0.207649	-0.201479	-0.274115	0.120302	-0.052269	-0.222533	-0.076148	-0.194065
47.000000	0.253805	0.235272	-0.180825	-0.293062	0.115088	0.013016	-0.204596	-0.060567	-0.228224
48.000000	0.220366	0.222138	-0.158459	-0.310907	0.109752	0.088588	-0.187604	-0.045627	-0.252962
49.000000	0.199674	0.171358	-0.134706	-0.327716	0.104646	0.158807	-0.171527	-0.032787	-0.264114
50.000000	0.192670	0.091863	-0.110321	-0.340730	0.100202	0.209328	-0.157321	-0.023111	-0.261434
51.000000	0.197239	-0.002387	-0.086254	-0.346729	0.096621	0.230069	-0.146706	-0.017182	-0.247664
52.000000	0.209368	-0.094954	-0.063344	-0.344777	0.093756	0.217830	-0.141048	-0.015054	-0.227250
53.000000	0.224454	-0.171403	-0.042150	-0.337227	0.091247	0.176516	-0.140397	-0.016277	-0.204997
54.000000	0.238391	-0.222693	-0.022932	-0.328361	0.088678	0.114383	-0.143402	-0.020037	-0.184992
55.000000	0.248210	-0.245225	-0.005704	-0.322104	0.085638	0.040655	-0.148016	-0.025357	-0.170012
56.000000	0.252323	-0.238731	0.009717	-0.320388	0.081755	-0.036102	-0.152354	-0.031275	-0.161353
57.000000	0.250580	-0.204621	0.023672	-0.322625	0.076773	-0.107792	-0.155254	-0.036951	-0.158848
58.000000	0.244282	-0.146126	0.036597	-0.326060	0.070616	-0.166318	-0.156421	-0.041762	-0.160926
59.000000	0.236059	-0.069588	0.048934	-0.326920	0.063371	-0.204309	-0.156188	-0.045370	-0.164795
60.000000	0.229404	0.014986	0.061034	-0.322161	0.055161	-0.217273	-0.155077	-0.047770	-0.166960
61.000000	0.227798	0.095668	0.073079	-0.310982	0.046019	-0.205716	-0.153455	-0.049263	-0.164107
62.000000	0.233739	0.161916	0.085083	-0.295019	0.035882	-0.175216	-0.151535	-0.050352	-0.154048
63.000000	0.248117	0.207031	0.096942	-0.277104	0.024680	-0.134235	-0.149635	-0.051602	-0.136264
64.000000	0.270145	0.228421	0.108509	-0.259637	0.012405	-0.091447	-0.148331	-0.053497	-0.111895
65.000000	0.297666	0.226502	0.119654	-0.243595	-0.000909	-0.054169	-0.148308	-0.056331	-0.083361
66.000000	0.327560	0.203626	0.130282	-0.228469	-0.015200	-0.027988	-0.149967	-0.060144	-0.053902
67.000000	0.356129	0.163558	0.140341	-0.212848	-0.030352	-0.016701	-0.153012	-0.064694	-0.027162
68.000000	0.379495	0.111157	0.149820	-0.195327	-0.046140	-0.021949	-0.156271	-0.069486	-0.006787
69.000000	0.394040	0.051824	0.158769	-0.175350	-0.062215	-0.042640	-0.157940	-0.073848	0.004008
70.000000	0.396913	-0.009256	0.167322	-0.153639	-0.078199	-0.074762	-0.156246	-0.077064	0.002908
71.000000	0.386476	-0.067598	0.175722	-0.132004	-0.093827	-0.112110	-0.150243	-0.078514	-0.011108
72.000000	0.362591	-0.119323	0.184280	-0.112671	-0.109015	-0.147805	-0.140294	-0.077788	-0.037548
73.000000	0.326689	-0.160702	0.193285	-0.097458	-0.123790	-0.175978	-0.127969	-0.074753	-0.074420
74.000000	0.281635	-0.187951	0.202889	-0.087189	-0.138090	-0.192911	-0.115452	-0.069599	-0.118433
75.000000	0.231476	-0.197662	0.213013	-0.081521	-0.151617	-0.197277	-0.104806	-0.062876	-0.165303
76.000000	0.181081	-0.187780	0.223334	-0.079163	-0.163827	-0.189571	-0.097435	-0.055481	-0.210152
77.000000	0.135674	-0.158654	0.233337	-0.078329	-0.174094	-0.171179	-0.093871	-0.048558	-0.247994
78.000000	0.100179	-0.113704	0.242399	-0.077234	-0.181920	-0.143629	-0.093826	-0.043281	-0.274375
79.000000	0.078435	-0.059332	0.249869	-0.074522	-0.187049	-0.108421	-0.096415	-0.040565	-0.286113
80.000000	0.072423	-0.003957	0.255159	-0.069499	-0.189431	-0.067396	-0.100503	-0.040815	-0.281994
81.000000	0.081763	0.043660	0.257835	-0.062104	-0.189130	-0.023230	-0.105093	-0.043807	-0.263160
82.000000	0.103713	0.076313	0.257723	-0.052592	-0.186275	0.020499	-0.109618	-0.048748	-0.232998
83.000000	0.133728	0.089870	0.254957	-0.041135	-0.181084	0.059877	-0.113944	-0.054476	-0.196483
84.000000	0.166437	0.083938	0.249935	-0.027629	-0.173903	0.091644	-0.118122	-0.059760	-0.159154
85.000000	0.196736	0.061530	0.243191	-0.011838	-0.165152	0.114157	-0.122072	-0.063562	-0.126015
86.000000	0.220708	0.027951	0.235235	0.006275	-0.155218	0.127883	-0.125449	-0.065230	-0.100669
87.000000	0.236163	-0.010633	0.226453	0.026323	-0.144370	0.135175	-0.127770	-0.064544	-0.084863
88.000000	0.242725	-0.048414	0.217072	0.047545	-0.132768	0.139408	-0.128665	-0.061673	-0.078496
